reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
ベタ吉(10),https://tabelog.com/rvwr/000082473/,1,カサ・デ・フジモリ,神奈川県横浜市中区相生町1-25 ,"スペイン料理
",-,年中無休　,http://www.casa-de-fujimori.co.jp/,"￥5,000～￥5,999","￥1,000～￥1,999",3.49
ベタ吉(10),https://tabelog.com/rvwr/000082473/,2,蘭州牛肉拉面,神奈川県横浜市中区山下町139 ケンビル 1F,"中華麺（その他）、広東料理
",-,木曜日,,"￥1,000～￥1,999",～￥999,3.45
ベタ吉(10),https://tabelog.com/rvwr/000082473/,3,ナクシャトラ レストラン,神奈川県横浜市中区山下町155 同和ビル 2F,"インド料理、インドカレー、ダイニングバー
",-,基本は月曜日（年末年始変更あり。お問合せください）,http://www.nakshatrajapan.com/,"￥2,000～￥2,999","￥1,000～￥1,999",3.42
ベタ吉(10),https://tabelog.com/rvwr/000082473/,4,中国ラーメン揚州商人 横浜スタジアム前店,神奈川県横浜市中区山下町194 外丸ビル　１Ｆ,"ラーメン、居酒屋、中華料理
",-,無休,http://www.yousyusyonin.com/,～￥999,～￥999,3.24
ベタ吉(10),https://tabelog.com/rvwr/000082473/,5,045ピザマイロ,神奈川県横浜市中区石川町1-24-1 ,"ピザ、カフェ
",-,月曜日,,-,～￥999,3.21
ベタ吉(10),https://tabelog.com/rvwr/000082473/,6,KITCHEN JO'S 元町店,神奈川県横浜市中区元町1-36 ,"洋食
",-,,https://www.americanhouse.co.jp/kitchen-jo-s,-,"￥1,000～￥1,999",3.41
ベタ吉(10),https://tabelog.com/rvwr/000082473/,7,モンゴル料理 GALA,神奈川県横浜市中区弁天通2-28 ライオンズマンション関内 2F,"アジア・エスニック料理（その他）、居酒屋、焼肉
",-,日曜日(※日曜日は15名以上のご予約の場合ご対応可能です。お気軽にお問い合わせ下さい。),http://gala-group.net,"￥3,000～￥3,999",-,3.37
ベタ吉(10),https://tabelog.com/rvwr/000082473/,8,ひょうたん 関内店,神奈川県横浜市中区真砂町3-28 ,"ホルモン
",-,日曜日、祝日,,"￥2,000～￥2,999",-,3.24
ベタ吉(10),https://tabelog.com/rvwr/000082473/,9,CHILLULU COFFEE 横浜中華街,神奈川県横浜市中区山下町188-12 CHILLULU 1F,"カフェ、パンケーキ、コーヒー専門店
",045-319-4451,年中無休,http://chillulu.jp/,"￥1,000～￥1,999",～￥999,3.49
ベタ吉(10),https://tabelog.com/rvwr/000082473/,10,たまや,神奈川県横浜市中区元町3-1441 ,"焼鳥、居酒屋
",-,,,"￥3,000～￥3,999","￥2,000～￥2,999",3.24
ベタ吉(10),https://tabelog.com/rvwr/000082473/,11,南粤美食,神奈川県横浜市中区山下町165-2 INビル,"広東料理
",-,水曜日,https://nanetsu.com/,"￥6,000～￥7,999","￥2,000～￥2,999",3.74
ベタ吉(10),https://tabelog.com/rvwr/000082473/,12,コペラニ 元町店,神奈川県横浜市中区元町1-26 丸英ビル 1F,"カフェ、ハンバーガー
",-,無休,http://www.americanhouse.co.jp,"￥2,000～￥2,999","￥1,000～￥1,999",3.09
ベタ吉(10),https://tabelog.com/rvwr/000082473/,13,タンドリーハウス,神奈川県横浜市中区翁町2-7-1 ,"インド料理、インドカレー、アジア・エスニック料理（その他）
",-,無休,http://www.tandoorihousecuisine.com/,-,～￥999,3.25
ベタ吉(10),https://tabelog.com/rvwr/000082473/,14,京華樓 中華街大通り店,神奈川県横浜市中区山下町145-2 ,"四川料理、刀削麺
",-,無休,http://www.kyokarou.com,"￥2,000～￥2,999",～￥999,3.47
ベタ吉(10),https://tabelog.com/rvwr/000082473/,15,シタール,神奈川県横浜市中区山下町74-6 ロクマルビル　Ｂ１Ｆ,"インド料理、インドカレー
",-,月曜日　但し祝日の場合は営業いたします。,http://www.i-sitar.com/,"￥3,000～￥3,999",～￥999,3.59
ベタ吉(10),https://tabelog.com/rvwr/000082473/,16,ぱん屋 wakka,北海道函館市美原4-37-19 ,"パン
",-,月曜日･日曜日,http://panya-wakka.com/,-,～￥999,3.20
