reviewr_name,reviewr_url,store_id,store_name,store_address,store_genre,store_tellnum,store_closedday,store_homepage,store_dinner_price_range,store_lunch_price_range,store_score
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,1,茶楽居,北海道函館市松陰町20-15 ,"喫茶店
",-,火曜、毎月最後の月曜,,-,"￥1,000～￥1,999",3.09
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,2,She told me,北海道函館市末広町18-25 大三坂ビルヂング 1F,"アメリカ料理、ハンバーガー、西洋各国料理（その他）
",-,月曜日、第1第3木曜日（月曜祝日の場合11:30~17:00L.o16:00翌火曜休）,,"￥2,000～￥2,999","￥1,000～￥1,999",3.10
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,3,千秋庵総本家 宝来町本店,北海道函館市宝来町9-9 ,"和菓子
",-,水曜日,http://www.sensyuansohonke.co.jp/,"￥3,000～￥3,999",～￥999,3.33
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,4,ベリーベリービースト,北海道函館市宝来町23-3 ,"洋食、オムライス、ステーキ
",-,火曜日（祝日の場合は営業）,http://www.hakobura.jp/db/db-food/2011/09/post-232.html,"￥1,000～￥1,999","￥1,000～￥1,999",3.29
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,5,トランジスタカフェ,北海道函館市元町28-18 ,"カフェ、ピザ
",-,月曜日・火曜(祝日の場合営業),,-,"￥1,000～￥1,999",3.08
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,6,クラシック,北海道函館市谷地頭町25-20 ,"カフェ
",-,火曜日,http://classic-hakodate.jimdo.com/,"￥1,000～￥1,999","￥1,000～￥1,999",3.17
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,7,トロイカ 石川店,北海道函館市石川町122-140 ,"ケーキ、パン
",-,水曜日,,～￥999,-,3.21
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,8,エスポワール 石川店,北海道函館市石川町147-3 ,"パン
",-,不定休,http://pan-espoir.com/,-,～￥999,3.17
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,9,Balthus,北海道函館市梁川町10-14 ,"洋食・欧風料理（その他）、カフェ・喫茶（その他）
",-,日曜日,,"￥1,000～￥1,999","￥1,000～￥1,999",3.28
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,10,グラーノエアックア,北海道函館市豊川町2-2 ,"ピザ、パスタ、イタリアン
",-,月曜日,,"￥2,000～￥2,999","￥1,000～￥1,999",3.28
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,11,カフェキッチン オハナ,北海道函館市本町33-5 ,"ハワイ料理、カレー（その他）
",-,日曜日,,-,～￥999,3.06
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,12,ぱん屋 wakka,北海道函館市美原4-37-19 ,"パン
",-,月曜日･日曜日,http://panya-wakka.com/,-,～￥999,3.20
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,13,モリコ,北海道函館市本町35-9 ,"洋菓子（その他）
",-,日曜日･月曜日･火曜日,,-,～￥999,3.06
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,14,バイゲツ,北海道函館市赤川1-4-16 ,"洋菓子（その他）
",-,月曜日、不定休(SNSにて告知),http://patisserie-baigetsu.jp/,-,"￥1,000～￥1,999",3.11
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,15,ピースピース,北海道函館市末広町18-12 ,"コーヒー専門店、カフェ、パスタ
",-,金曜日,http://www.hakobura.jp/db/db-food/2010/07/select-coffee-shop-peacepiece.html,～￥999,～￥999,3.09
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,16,ホタル,北海道函館市元町29-16 ,"スイーツ（その他）、カフェ
",-,日曜・月曜・火曜,http://hotarukasi.exblog.jp/,-,～￥999,3.13
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,17,グリーン ゲイブルズ,北海道函館市末広町20-3 ,"喫茶店、パン・サンドイッチ（その他）、洋菓子（その他）
",-,月曜日,,-,～￥999,3.26
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,18,伽藍堂,北海道函館市本町31-9 ,"喫茶店
",-,,,-,～￥999,3.04
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,19,ラムズイヤー,北海道函館市中島町38-11 ,"インドカレー
",-,月曜(祝日の場合翌日),,"￥1,000～￥1,999","￥1,000～￥1,999",3.30
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,20,オールド ニュー カフェ,北海道函館市本町32-6 ,"コーヒー専門店、洋食・欧風料理（その他）、洋菓子（その他）
",-,月曜日,,-,"￥1,000～￥1,999",3.10
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,21,リベルタ,北海道函館市本町32-35 第３五洋ビル 1F,"デリカテッセン
",-,日曜日・祝日,http://ameblo.jp/0924hironori/,-,"￥1,000～￥1,999",3.09
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,22,ボンザミ,北海道函館市宝来町7-19 ,"ビストロ、パスタ、ハンバーグ
",-,水曜日,http://hakopita.jp/bonsamis/,-,"￥2,000～￥2,999",3.17
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,23,喫茶アート,北海道函館市末広町12-5 ,"喫茶店、シチュー
",-,日曜日,,-,～￥999,3.05
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,24,いのこ家,北海道函館市本町7番23号 ワインショップ・ワダ　2F,"居酒屋、和食（その他）、豚料理
",-,無休※年末年始のみお休み,,-,"￥1,000～￥1,999",3.01
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,25,サロン･ド･テ ペシェ･ミニョン 丸井今井函館店,北海道函館市本町32-15 丸井今井 函館店 1F,"カフェ、ケーキ
",-,丸井今井函館店に準ずる,http://www.pechemignon.co.jp/,-,"￥1,000～￥1,999",3.47
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,26,てんや,北海道函館市宝来町24-4 ,"天ぷら
",-,毎週木曜日　（祝日の場合は翌金曜日）,,"￥1,000～￥1,999","￥1,000～￥1,999",3.37
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,27,ラッキーピエロ 美原店,北海道函館市美原2-14-3 ,"ハンバーガー、かつ丼・かつ重、カレーライス
",-,年中無休,http://www.luckypierrot.jp/,-,～￥999,3.21
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,28,元町珈琲店,北海道函館市元町31-11 ,"カフェ、喫茶店、コーヒー専門店
",-,火曜日,http://motomachi-coffee.com/,～￥999,～￥999,3.39
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,29,パザールバザール,北海道函館市末広町17-19 ,"トルコ料理、アジア・エスニック料理（その他）
",-,日曜・月曜日,,"￥1,000～￥1,999","￥1,000～￥1,999",3.14
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,30,きんぎょ茶屋,北海道函館市末広町20-18 ,"喫茶店、甘味処、かき氷
",-,無休,https://ja-jp.facebook.com/pages/%E5%87%BD%E9%A4%A8-%E3%81%8D%E3%82%93%E3%81%8E%E3%82%87%E8%8C%B6%E5%B1%8B/484370958344243,-,～￥999,3.14
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,31,Jolly Jellyfish,北海道函館市宝来町9-6 ,"洋食、ステーキ、西洋各国料理（その他）
",-,木曜日,http://ameblo.jp/first-flashjolicali/,"￥2,000～￥2,999","￥1,000～￥1,999",3.06
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,32,ラミネール,北海道函館市宝来町14-31 ,"カフェ、ダイニングバー、フレンチ
",-,木曜日,http://www.clever.co.jp/laminaire/,-,"￥1,000～￥1,999",3.11
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,33,カフェディシィ,北海道函館市元町22-9 南部坂沿い,"カフェ、洋菓子（その他）
",-,木曜日・第1.3水曜日,http://cafe-dici.jugem.jp/,-,"￥1,000～￥1,999",3.22
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,34,元町ぼんぱん,北海道函館市末広町16-1 ,"パン、サンドイッチ、洋菓子（その他）
",-,日曜日,,～￥999,～￥999,3.31
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,35,アンジェリック ヴォヤージュ,北海道函館市弥生町3-11 ,"チョコレート、ケーキ、クレープ
",-,月曜日（祝日の場合翌日休）,https://www.angeliquevoyage.com/,-,～￥999,3.63
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,36,蕎麦彩彩　久留葉,北海道函館市元町30の7 ,"そば、懐石・会席料理
",-,,,-,"￥1,000～￥1,999",3.47
ミントリーフ(9),https://tabelog.com/rvwr/003324699/,37,プア ノー レジャー,北海道函館市本町31-10 2F,"ビストロ
",-,月曜日、日曜夜,http://poorno-leisure.com/,"￥3,000～￥3,999",-,3.09
