store_name,reviewr_name,reviewr_url,zenkoku_num,hakodate_num,rate
アナフェスタ 函館ロビー店,005736668,https://tabelog.com/rvwr/005736668/,1448,1137,0.7852209944751382
アナフェスタ 函館ロビー店,partyroomjp,https://tabelog.com/rvwr/partyroomjp/,2895,67,0.0231433506044905
アナフェスタ 函館ロビー店,006222933,https://tabelog.com/rvwr/006222933/,2615,5,0.0019120458891013
アナフェスタ 函館ロビー店,002165725,https://tabelog.com/rvwr/002165725/,3086,12,0.0038885288399222
アナフェスタ 函館ロビー店,001932332,https://tabelog.com/rvwr/001932332/,8587,16,0.0018632817049027
