store_name,store_address,store_genre,store_dinner_price_range,store_lunch_price_range,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,sp12,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,restaurant_local_popular,restaurant_local_cnt,store_review_cnt,sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8,sn9,sn10,sn11,sn12,local_food_name,img_url,store_homepage,tabelog_url
手打ち蕎麦 うさぎ庵,北海道函館市桔梗5-13-52 , そば,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/119441/320x320_square_119441477.jpg,https://www.usagian-soba.com/,https://tabelog.com/hokkaido/A0105/A010501/1060740/
泉味亭,北海道函館市 鍛治1丁目49-6 , 焼肉、ホルモン、冷麺,"9,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1,1,1,1,1,1,1,1,2,3,5,4,1,2,2,イカ　,イカ　,イカ　ウニ　,ウニ　,ウニ　,イカ　ウニ　,イカ　ウニ　,イカ　ウニ　,ウニ　,クロマグロ　,ブリ　クロマグロ　,ブリ　クロマグロ　,"['イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/118406/320x320_square_118406188.jpg,http://www.ai-realize.com/izumitei/photo-01.html,https://tabelog.com/hokkaido/A0105/A010501/1021160/
函まるずし 函館桔梗店,北海道函館市桔梗3-29-3 , 回転寿司,"1,999","1,999",3,3,3,3,3,3,2,2,1,1,2,3,3,2.5,3.5,2.0,2.0,3,2.5,2.5,2.0,1.0,2.0,2.5,3,2,2,1,1,1,1,1,1,2,3,3,3,3,1,イカ　ホタテガイ　ヤリイカ　エゾアワビ　,イカ　ホタテガイ　ヤリイカ　,イカ　エビ　ホタテガイ　ヤリイカ　ウニ　,エビ　ウニ　,エビ　ウニ　,イカ　エビ　ウバガイ　ウニ　,イカ　ウバガイ　ウニ　,イカ　ウバガイ　ウニ　,ウバガイ　ウニ　,クロマグロ　,クロマグロ　エゾアワビ　,クロマグロ　ホタテガイ　エゾアワビ　,"['イカ', 'ヤリイカ', 'ウバガイ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/166558/320x320_square_211514992201787dedf06a3ca2198e05.jpg,http://www.aix-group.co.jp/food/sushi/,https://tabelog.com/hokkaido/A0105/A010501/1056610/
夜市,北海道函館市本町2-12 , 魚介料理・海鮮料理,"9,999",60000,3,3,3,1,1,3,3,3,2,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,2.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　サンマ　,サンマ　,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/152962/320x320_square_152962987.jpg,,
旬菜旬魚たじま,北海道函館市美原3-38-3 , 居酒屋,"4,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,1,1,1,1,1,1,2,3,3,2,1,1.5,1,,,エビ　,エビ　,マイワシ　エビ　,マイワシ　エビ　,マイワシ　,マイワシ　,サケ　マイワシ　,クロマグロ　サケ　,クロマグロ　サケ　,クロマグロ　,['マイワシ'],https://tblg.k-img.com/restaurant/images/Rvw/161615/320x320_square_161615566.jpg,https://tajima526.gorp.jp,https://tabelog.com/hokkaido/A0105/A010501/1058533/
コーヒールームきくち,北海道函館市湯川町3-13-19 , 喫茶店、ソフトクリーム、定食・食堂,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/163971/320x320_square_7215275bf0753ab84e8eadcb4afb614e.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1000983/
ぱん屋 wakka,北海道函館市美原4-37-19 , パン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/127947/320x320_square_127947593.jpg,http://panya-wakka.com/,https://tabelog.com/hokkaido/A0105/A010501/1050474/
ホテルWBF 函館 海神の湯,北海道函館市若松町24-1 , その他,60000,"7,999",3,3,3,1,1,3,3,3,1,3,3,3,2.0,2.0,2.5,1.0,1.0,2.0,1.0,1.0,1,1.0,2.0,2.5,1,1,1,1,1,1,1,1,1,2,3,3,3,1.5,1,イカ　ホタテガイ　,イカ　ホタテガイ　,イカ　エビ　ホタテガイ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,,クロマグロ　,クロマグロ　ブリ　,クロマグロ　ブリ　ホタテガイ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/165525/320x320_square_8b3f6f634bb9223c658b6909f7252528.jpg,https://www.hotelwbf.com/hakodatewatatsuminoyu/,https://tabelog.com/hokkaido/A0105/A010501/1063198/
六花亭　 函館丸井今井店,北海道函館市本町32番15号 地下, 洋菓子（その他）,"5,999",999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/127318/320x320_square_127318729.jpg,http://www.rokkatei.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1030754/
串金,北海道函館市松風町7-5 大門横丁, 串揚げ・串かつ,"3,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,マガキ　,マガキ　,マガキ　エビ　,エビ　,エビ　,エビ　,,,,,,マガキ　,[],https://tblg.k-img.com/restaurant/images/Rvw/123998/320x320_square_123998029.jpg,http://www.hakodate-yatai.com/shops/kusikin/,https://tabelog.com/hokkaido/A0105/A010501/1039840/
いか太郎 総本店,北海道函館市本町4-16 , 居酒屋,"5,999",60000,5,5,5,3,3,5,5,5,2,2,3,3,2.0,2.0,3,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.5,1,1,2,2,2,1,1,2,2,2,3,3,5,2.5,1,イカ　マガキ　,イカ　マガキ　,イカ　マガキ　ホッケ　エビ　,ホッケ　エビ　,ホッケ　エビ　,イカ　エビ　,イカ　,イカ　サンマ　,サンマ　,クロマグロ　,タコ　クロマグロ　,タコ　マガキ　クロマグロ　,"['イカ', 'タコ', 'ホッケ']",https://tblg.k-img.com/restaurant/images/Rvw/160300/320x320_square_160300096.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1061698/
鮨政,北海道函館市松陰町1-30 , 寿司,"3,999",60000,3,3,5,5,5,5,5,5,5,3,3,3,2.5,2.5,3.5,2.5,2.5,3.5,2.5,3,2.5,2.0,2.0,2.5,2,2,2,1,1,1,1,2,2,2,2,2,5,2.5,1,イカ　ヒラメ　ホタテガイ　,イカ　ヒラメ　ホタテガイ　,イカ　ウニ　ヒラメ　ホタテガイ　エビ　,ウニ　エビ　シャコ　,ウニ　エビ　シャコ　,イカ　ウニ　エビ　ウバガイ　シャコ　,イカ　ウニ　ウバガイ　,イカ　ウニ　ウバガイ　サンマ　,ウニ　ウバガイ　サンマ　,クロマグロ　シャコ　,クロマグロ　シャコ　,クロマグロ　ホタテガイ　シャコ　,"['イカ', 'ウニ', 'ウバガイ']",https://tblg.k-img.com/restaurant/images/Rvw/68966/320x320_square_68966018.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1013853/
きんぎょ茶屋,北海道函館市末広町20-18 , 喫茶店、甘味処、かき氷,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/27211/320x320_square_27211017.jpg,https://ja-jp.facebook.com/pages/%E5%87%BD%E9%A4%A8-%E3%81%8D%E3%82%93%E3%81%8E%E3%82%87%E8%8C%B6%E5%B1%8B/484370958344243,https://tabelog.com/hokkaido/A0105/A010501/1043738/
そば処三ぎく,北海道函館市昭和1-20-10 , そば、うどん,60000,999,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/78423/320x320_square_78423675.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1012811/
マリオドール,北海道函館市末広町12-7 , カフェ、アイスクリーム、パフェ,60000,999,2,2,2,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/28912/320x320_square_28912930.jpg,http://www.dish.ne.jp/mariodoll/cafe.html,https://tabelog.com/hokkaido/A0105/A010501/1016527/
料亭 冨茂登,北海道函館市宝来町9-7 , 懐石・会席料理,"14,999",60000,2,2,2,1,1,2,2,2,1,2,2,2,3.5,3.5,5,2.5,2.5,3,2.5,2.0,2.0,2.5,4,3.5,5,4,4,2,2,2,3,2,2,3,5,5,3,3.5,2,イカ　ニシン　ヒラメ　キチジ　ホタテガイ　,イカ　ニシン　ヒラメ　キチジ　ホタテガイ　,イカ　エビ　ニシン　ウニ　ヒラメ　ホッケ　キチジ　ホタテガイ　,エビ　ウニ　ホッケ　,エビ　ウニ　ホッケ　,イカ　エビ　ケガニ　ウニ　,イカ　ケガニ　ウニ　,イカ　ウニ　,サケ　ウニ　,サケ　ニシン　クロマグロ　,サケ　ニシン　タラバガニ　ズワイガニ　クロマグロ　キチジ　,タラバガニ　ズワイガニ　クロマグロ　キチジ　ホタテガイ　,"['イカ', 'ニシン', 'ケガニ', 'ウニ', 'ホッケ']",https://tblg.k-img.com/restaurant/images/Rvw/97411/320x320_square_97411377.jpg,http://fumoto.hakodate.ne.jp/,https://tabelog.com/hokkaido/A0105/A010501/1003044/
まつり庵 ハコビバ店,北海道函館市若松町12-8 ハコビバ, たい焼き・大判焼き,60000,999,3,3,3,1,1,3,3,3,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/137050/320x320_square_137050142.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1063561/
沙羅の月,北海道函館市青柳町9-23 , 魚介料理・海鮮料理、懐石・会席料理、丼もの（その他）,"2,999",60000,3,3,3,2,2,3,3,3,1,1,2,2,2.0,2.0,3.5,2.5,2.5,2.5,2.0,2.0,2.0,1.0,2.5,2.5,1,1,2,2,2,1,1,1,2,2,4,3,3,2.5,2,イカ　ホタテガイ　,イカ　ホタテガイ　,エビ　イカ　ホッケ　ホタテガイ　ウニ　,エビ　ホッケ　ウニ　,エビ　ホッケ　ウニ　,エビ　イカ　ウニ　,イカ　ウニ　,イカ　ウニ　,サケ　ウニ　,サケ　,サケ　タラバガニ　ズワイガニ　,ホタテガイ　タラバガニ　ズワイガニ　,"['イカ', 'ホッケ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/121227/320x320_square_121227855.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1001161/
ラッキーピエロ 五稜郭公園前店,北海道函館市五稜郭町30-14 , ハンバーガー、かつ丼・かつ重、カレーライス,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1.5,5,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/97053/320x320_square_97053115.jpg,http://www.luckypierrot.jp/,https://tabelog.com/hokkaido/A0105/A010501/1000774/
元祖インドカレー 小いけ,北海道函館市宝来町22-4 , カレーライス、かつ丼・かつ重、親子丼,"1,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,5,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/151175/320x320_square_151175799.jpg,https://www.ganso-koike.com/,https://tabelog.com/hokkaido/A0105/A010501/1008130/
ホテルWBF グランデ函館,北海道函館市宝来町22-15 , 旅館,60000,"9,999",1,1,2,2,2,2,1,1,1,1,1,1,2.5,2.5,3.5,2.5,2.5,2.5,2.0,2.0,1.0,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,ホタテガイ　イカ　アサリ　,ホタテガイ　イカ　アサリ　,ホタテガイ　エビ　イカ　アサリ　ウニ　,エビ　アサリ　ウニ　,エビ　アサリ　ウニ　,エビ　イカ　ウニ　,イカ　ウニ　,イカ　ウニ　,ウニ　,アサリ　,アサリ　,ホタテガイ　アサリ　,"['イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/96961/320x320_square_96961062.jpg,https://www.hotelwbf.com/grande-hakodate/,https://tabelog.com/hokkaido/A0105/A010501/1031037/
おんじき庭本 函館駅前店,北海道函館市若松町12-8 ハコビバ, ラーメン,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ホタテガイ　,ホタテガイ　,ホタテガイ　,,,,,,,,,ホタテガイ　,[],https://tblg.k-img.com/restaurant/images/Rvw/138627/320x320_square_138627713.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1063556/
スターバックス・コーヒー 函館蔦屋書店,北海道函館市石川町85-1 , コーヒー専門店、パン・サンドイッチ（その他）、ケーキ,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/132990/320x320_square_132990356.jpg,http://www.starbucks.co.jp/store/search/detail.php?id=2046&search_condition=%E5%8C%97%E6%B5%B7%E9%81%93&search_type=1&free_word=&pref_code=1&city=&store_type_3=&x=64&y=10,https://tabelog.com/hokkaido/A0105/A010501/1044466/
ブラッスリー カリヨン,北海道函館市末広町15-1 , イタリアン、フレンチ、カフェ,"2,999","1,999",3,3,3,1,1,3,3,3,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/108902/320x320_square_108902772.jpg,http://brasserie-carillon.jimdo.com/,https://tabelog.com/hokkaido/A0105/A010501/1017029/
ビスターレビスターレ 函館,北海道函館市美原3-53-47 , ネパール料理、インドカレー,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/154007/320x320_square_154007895.jpg,http://bistaraibistarai.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1051698/
中華レストラン 杏梨,北海道函館市湯川町2-7-2 , 中華料理,60000,999,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/156982/320x320_square_156982135.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1051983/
錦寿し,北海道函館市宝来町22-3 , 寿司,"14,999",60000,5,5,5,5,5,5,5,5,5,5,5,5,2.5,2.0,3,2.0,2.0,3,2.5,2.5,2.0,1.0,2.0,2.0,3,2,2,1,1,1,1,1,1,2,3,3,5,2.5,1,イカ　ヒラメ　エゾアワビ　,イカ　ヒラメ　,ウニ　エビ　イカ　ヒラメ　,ウニ　エビ　,ウニ　エビ　,ウニ　エビ　イカ　ウバガイ　,ウニ　イカ　ウバガイ　,ウニ　イカ　ウバガイ　,ウニ　ウバガイ　,クロマグロ　,クロマグロ　エゾアワビ　,クロマグロ　エゾアワビ　,"['ウニ', 'イカ', 'ウバガイ']",https://tblg.k-img.com/restaurant/images/Rvw/107288/320x320_square_107288955.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1013433/
唐草館,北海道函館市青柳町21-23 , フレンチ,"9,999","2,999",1,1,1,1,1,1,1,1,1,1,1,1,3,3,3.5,2.5,2.5,2.0,1.0,1.0,1.0,1,2.5,4,5,4,2,1,1,1,1,1,2,2,5,5,1,2,2,エゾアワビ　マダラ　ホタテガイ　マガキ　,サクラマス　マダラ　ホタテガイ　マガキ　,サクラマス　エビ　ウニ　ホタテガイ　マガキ　,サクラマス　エビ　ウニ　,サクラマス　エビ　ウニ　,エビ　ウニ　,ウニ　,ウニ　,ウニ　,,ブリ　エゾアワビ　タコ　,ブリ　エゾアワビ　マダラ　ホタテガイ　タコ　マガキ　,"['ウニ', 'タコ']",https://tblg.k-img.com/restaurant/images/Rvw/150702/320x320_square_150702963.jpg,http://www.karakusakan.com/,https://tabelog.com/hokkaido/A0105/A010501/1000087/
金家,北海道函館市若松町7-5 大門横　函館ひかりの屋台内, 韓国料理,"3,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,ブリ　,ブリ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/125947/320x320_square_125947161.jpg,http://www.hakodate-tmo.com/yatai/,https://tabelog.com/hokkaido/A0105/A010501/1024334/
蕎麦蔵,北海道函館市弥生町23-5 , そば、和菓子,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,イカ　,イカ　,イカ　エビ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/105510/320x320_square_105510950.jpg,http://www.hakobura.jp/db/db-food/2009/02/post-138.html,https://tabelog.com/hokkaido/A0105/A010501/1006591/
ハンバーグ専門　大賀,北海道函館市宝来町11-7 , ハンバーグ,"1,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/161317/320x320_square_161317734.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1040641/
平成館 しおさい亭,北海道函館市湯川町1丁目2-37 , 旅館,"39,999",60000,3,3,3,3,3,3,3,3,1,1,1,1,2.5,2.5,3,2.5,2.5,3,2.0,1.0,1,2.5,3,2.5,1,1,1,2,2,3,2,1,1,2,3,3,3,2.5,1,イカ　ニシン　アサリ　,イカ　ニシン　アサリ　,イカ　エビ　ニシン　アサリ　,エビ　ヤマトシジミ　アサリ　,エビ　ヤマトシジミ　アサリ　,イカ　エビ　ケガニ　ヤマトシジミ　,イカ　ケガニ　,イカ　,,クロマグロ　ニシン　アサリ　,クロマグロ　ニシン　アサリ　タラバガニ　,クロマグロ　アサリ　タラバガニ　,"['イカ', 'ケガニ', 'ニシン']",https://tblg.k-img.com/restaurant/images/Rvw/163694/320x320_square_2fb0d27cd34c4514317b5ad509454bf2.jpg,http://www.shiosai-tei.com/,https://tabelog.com/hokkaido/A0105/A010501/1032077/
だるま寿司,北海道函館市若松町9-19 駅ニ市場, 立ち食い寿司,60000,"1,999",3,2,5,5,5,5,5,5,5,1,3,3,3,2.5,3.5,2.0,2.0,3,2.5,2.5,2.0,1.0,2.0,3,2,1,1,1,1,1,1,1,1,2,3,3,5,2.5,1,ホタテガイ　エゾアワビ　イカ　マガキ　,ホタテガイ　イカ　マガキ　,ホタテガイ　ウニ　イカ　エビ　マガキ　,ウニ　エビ　,ウニ　エビ　,ウニ　イカ　エビ　ウバガイ　,ウニ　イカ　ウバガイ　,ウニ　イカ　ウバガイ　,ウニ　ウバガイ　,クロマグロ　,エゾアワビ　クロマグロ　,ホタテガイ　エゾアワビ　マガキ　クロマグロ　,"['ウニ', 'イカ', 'ウバガイ']",https://tblg.k-img.com/restaurant/images/Rvw/163674/320x320_square_56986f620e652658b241e81703ecc700.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1054271/
かに卸問屋 信幸 どんぶり屋,北海道函館市若松町11-16 , 魚介料理・海鮮料理、その他,60000,"1,999",2,2,5,5,5,5,5,5,5,1,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,1,マガキ　,マガキ　,ウニ　マガキ　,ウニ　,ウニ　,ウニ　,ウニ　,ウニ　,ウニ　,,,マガキ　,['ウニ'],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,,
そば処ふでむら,北海道函館市神山2-7-5 , そば、うどん,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,2.5,2.0,2.0,2.0,1.0,1.0,1,1,1,1.0,1,1,1,2,2,1,1,1,1,1,2,2,1,1.5,2,イカ　マガキ　,イカ　マガキ　,エビ　イカ　マガキ　,キュウリウオ　エビ　,キュウリウオ　エビ　,エビ　イカ　,イカ　,イカ　,,,,マガキ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/156982/320x320_square_156982087.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1012785/
神戸炭火焼肉 BUZZ 函館本店,北海道函館市湯川町3丁目28-19 1F, 焼肉、炭火焼き,"4,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/71718/320x320_square_71718181.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1056129/
末廣軒・パティスリー ジョリ クレール,北海道函館市若松町12-13 JR函館駅 1F, 和菓子、洋菓子（その他）,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/105689/320x320_square_105689329.jpg,http://www.hakobura.jp/db/db-shopping/2016/04/post-92.html,https://tabelog.com/hokkaido/A0105/A010501/1054675/
赤い風車レストラン,北海道函館市本町32-9 , 洋食、喫茶店、パフェ,"2,999",999,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,イカ　,イカ　,エビ　イカ　,エビ　,エビ　,エビ　イカ　,イカ　,イカ　,,,ブリ　,ブリ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/164645/320x320_square_c8a46bb8a59dfe8bea38020a4e432d8d.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1020645/
花びしホテル,北海道函館市湯川町1-16-18 , 旅館,"3,999","19,999",3,3,3,2,2,3,3,3,2,1,1,1,2.5,2.0,3,2.0,2.0,3,2.5,2.0,2.0,2.0,3,3,4,3,3,2,2,2,2,1,2,3,5,4,3,2.5,2,イカ　エゾアワビ　ホタテガイ　,イカ　ホタテガイ　,エビ　イカ　ウニ　ホタテガイ　,エビ　ウニ　,エビ　ウニ　,エビ　ケガニ　イカ　ウニ　,ケガニ　イカ　ウニ　,イカ　ウニ　,ウニ　サケ　,クロマグロ　サケ　,エゾアワビ　ブリ　クロマグロ　サケ　,エゾアワビ　ブリ　クロマグロ　ホタテガイ　,"['ケガニ', 'イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/128851/320x320_square_128851238.jpg,http://www.hanabishihotel.com/,https://tabelog.com/hokkaido/A0105/A010501/1021335/
ケンタッキーフライドチキン 函館本通店,北海道函館市本通4丁目17番33号 , レストラン（その他）、ハンバーガー,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/137262/320x320_square_137262139.jpg,http://www.kfc.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1031855/
レストラン ポルックス,北海道函館市高松町511 函館空港国内線旅客ターミナルビル 3Ｆ, レストラン（その他）、定食・食堂、海鮮丼,999,"1,999",1,1,1,1,1,1,1,1,1,2,2,2,1.0,1.0,3,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0,1.0,2,2,3,2,2,1,3,3,3,3,4,3,2,2.5,3,イカ　,イカ　,ホッケ　エビ　イカ　ウニ　,ホッケ　エビ　ウニ　,ホッケ　エビ　ウニ　,エビ　イカ　ウニ　,イカ　ウニ　,イカ　ウニ　,サケ　ウニ　,クロマグロ　サケ　,クロマグロ　サケ　,クロマグロ　,"['ホッケ', 'イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/163176/320x320_square_896071612aea3b41b1faac4e212f8f7b.jpg,http://www.airport.ne.jp/hakodate/hat/restaurant/index.shtml,https://tabelog.com/hokkaido/A0105/A010501/1010369/
二本柳旅館,北海道函館市豊崎町64 , 旅館・オーベルジュ（その他）,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/105312/320x320_square_105312830.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1032385/
ザ ランプス,北海道函館市乃木町2-20 , カフェ、洋菓子（その他）,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/155568/320x320_square_155568112.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1055224/
