store_name,store_address,store_genre,store_dinner_price_range,store_lunch_price_range,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,sp12,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,restaurant_local_popular,restaurant_local_cnt,store_review_cnt,sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8,sn9,sn10,sn11,sn12,local_food_name,img_url,store_homepage,tabelog_url
ラ・ジョリー元町 by WBF,北海道函館市末広町6-6 , その他,"19,999","14,999",2,2,2,2,2,2,2,2,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,イカ　,イカ　,イカ　エビ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/139703/320x320_square_139703563.jpg,https://www.hotelwbf.com/lj-motomachi/,
レモンの花,北海道函館市堀川町3-19 , ケーキ、洋菓子（その他）,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/127930/320x320_square_127930546.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1060998/
やきとり大吉 函館店,北海道函館市松風町2-5 , 焼鳥、居酒屋、炭火焼き,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/3693/320x320_square_3693836.jpg,http://www.daikichi.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1014205/
ホテルテトラ湯の川温泉,北海道函館市湯の川町3-12-11 , その他,"3,999",60000,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,3,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,3,2.5,1,イカ　ホタテガイ　ニシン　,イカ　ホタテガイ　ニシン　,イカ　ウニ　ホタテガイ　ニシン　,ウニ　,ウニ　,イカ　ウニ　,イカ　ウニ　,イカ　ウニ　,ウニ　,ニシン　,ニシン　,ホタテガイ　,"['イカ', 'ウニ', 'ニシン']",https://tblg.k-img.com/restaurant/images/Rvw/157999/320x320_square_157999087.jpg,https://yunokawa.e-tetora.com/,https://tabelog.com/hokkaido/A0105/A010501/1057978/
ステーキ・ハンバーグ ひげ 函館五稜郭店,北海道函館市本町31-19 , ステーキ、ハンバーグ、牛料理,"3,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,イカ　,イカ　,エビ　イカ　,エビ　,エビ　,エビ　イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/98369/320x320_square_98369554.jpg,https://hige-style.com/,https://tabelog.com/hokkaido/A0105/A010501/1052809/
ダイニング こまつ,北海道函館市 美原3丁目21-29 , 洋食、シチュー、西洋各国料理（その他）,999,60000,1,1,3,3,3,3,1,1,1,1,1,1,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,,,エビ　ウニ　,エビ　ウニ　,エビ　ウニ　,エビ　ウニ　,ウニ　,ウニ　,ウニ　,,,,['ウニ'],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,,
炭火亭,北海道函館市本町22-28 , ジンギスカン、焼肉,"4,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/165797/320x320_square_cc39ca39defcf86f5ff90c3bab7a792d.jpg,https://sumibitei-hakodate.com/,https://tabelog.com/hokkaido/A0105/A010501/1031264/
おふくろ,北海道函館市本町10-19 , そば、うどん,999,60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,イカ　,イカ　,イカ　ホッケ　エビ　,ホッケ　エビ　,ホッケ　エビ　,イカ　エビ　,イカ　,イカ　,サケ　,サケ　,サケ　,,"['イカ', 'ホッケ']",https://tblg.k-img.com/restaurant/images/Rvw/121222/320x320_square_121222921.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1017332/
シーサイドホテルかもめ,北海道函館市宇賀浦町6-1 1F・2F・3F・4F・5F・6F, その他,60000,"1,999",5,5,5,1,1,5,5,5,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/23711/320x320_square_23711432.jpg,,
魔法のパン,北海道函館市鍛治1-27-5 , パン、サンドイッチ,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,,,,,,,カラフトマス　,カラフトマス　,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/150819/320x320_square_150819111.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1026693/
函館麺や 一文字 花園店,北海道函館市花園町23-1 , ラーメン,999,999,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/154508/320x320_square_154508380.jpg,http://www.ichi-monji.com/2018/,https://tabelog.com/hokkaido/A0105/A010501/1059067/
兼八 直販店,北海道函館市大手町8-8 , その他,60000,999,5,5,5,2,2,5,5,5,2,2,2,1,1.0,1.0,2.0,1.0,2.0,2.5,3,3,2.0,1.0,2.0,1.0,1,1,1,1,1,1,2,2,2,2,3,2,5,3,1,イカ　,イカ　,イカ　ウニ　,ウニ　,ウニ　マボヤ　,イカ　ウニ　マボヤ　,イカ　ウニ　マボヤ　スルメイカ　,イカ　ウニ　マボヤ　スルメイカ　,ウニ　サケ　,サケ　,タコ　サケ　,タコ　,"['イカ', 'ウニ', 'タコ', 'スルメイカ']",https://tblg.k-img.com/restaurant/images/Rvw/135984/320x320_square_135984474.jpg,http://www.kane8suisan.co.jp,https://tabelog.com/hokkaido/A0105/A010501/1053792/
麺屋 真打,北海道函館市港町3-14-12 , つけ麺、ラーメン,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/158325/320x320_square_158325704.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1065225/
寺子屋本舗 函館店,北海道函館市末広町14-16 函館ヒストリープラザ, せんべい,60000,999,2,2,2,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/159550/320x320_square_159550715.jpg,http://www.mochiyaki.jp/4.direct-shop/2.hokkaido/5.HKD-bay/syosai.html,https://tabelog.com/hokkaido/A0105/A010501/1028300/
みはし,北海道函館市日吉町2-13-4 , そば、うどん,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/132174/320x320_square_132174765.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1012869/
海道,北海道函館市若松町11-14 , 寿司、魚介料理・海鮮料理,60000,"1,999",4,4,5,5,5,5,5,5,5,3,3,3,2.5,2.5,3.5,2.0,2.0,2.5,2.0,2.0,1.0,1.0,1.0,2.0,2,2,2,1,1,1,1,1,1,2,2,2,5,2,2,イカ　ホタテガイ　ヒラメ　,イカ　ホタテガイ　ヒラメ　,ウニ　イカ　ホタテガイ　エビ　ヒラメ　,ウニ　エビ　,ウニ　エビ　,ウニ　イカ　エビ　,ウニ　イカ　,ウニ　イカ　,ウニ　,クロマグロ　,クロマグロ　,クロマグロ　ホタテガイ　,"['ウニ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/155781/320x320_square_155781851.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1046712/
らーめん二代目 ひらき家,北海道函館市本町7-23 , ラーメン,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/40962/320x320_square_40962956.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1048704/
麺屋 彩辛,北海道函館市富岡町1-55-1 , ラーメン、汁なし担々麺,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/165577/320x320_square_7a821dc1d4f9895cdd7faf7725512061.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1062633/
つがる喫茶店,北海道函館市大森町23-13 , 喫茶店,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/116850/320x320_square_116850038.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1019580/
あずまし亭,北海道函館市若松町11-10 , 海鮮丼、魚介料理・海鮮料理、居酒屋,60000,"1,999",3,3,3,3,3,3,3,3,3,1,1,1,2.0,2.0,3,2.5,2.5,3,3,3,2.0,1.0,2.0,2.5,1,1,1,2,2,1,2,2,1,2,3,3,3,3.5,2,イカ　ホタテガイ　,イカ　ホタテガイ　,イカ　エビ　ウニ　ホタテガイ　,エビ　ウニ　イカナゴ　,エビ　ウニ　イカナゴ　,イカ　エビ　ウニ　ウバガイ　,イカ　ウニ　ウバガイ　スルメイカ　,イカ　ウニ　ウバガイ　スルメイカ　,ウニ　ウバガイ　,クロマグロ　,タコ　クロマグロ　,タコ　クロマグロ　ホタテガイ　,"['イカ', 'タコ', 'ウニ', 'ウバガイ', 'スルメイカ']",https://tblg.k-img.com/restaurant/images/Rvw/154497/320x320_square_154497341.jpg,http://hakodate-azumashitei.com/menu/,https://tabelog.com/hokkaido/A0105/A010501/1049602/
シャトレーゼ 函館昭和店,北海道函館市昭和1-29-2 , 洋菓子（その他）、和菓子,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/127931/320x320_square_127931771.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1030113/
花かるた,北海道函館市豊川町2-12 , 定食・食堂、居酒屋,"4,999",60000,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,,,,,,,,,,クロマグロ　,クロマグロ　,クロマグロ　,[],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,,
八花倶楽部,北海道函館市元町17-10 , 中華料理,"7,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/148787/320x320_square_148787221.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1061016/
ミルキッシモ 函館本店,北海道函館市末広町14-16 金森赤レンガ倉庫　ヒストリープラザ内, アイスクリーム、洋菓子（その他）、カフェ・喫茶（その他）,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/145216/320x320_square_145216829.jpg,http://www.milkissimo.com/,https://tabelog.com/hokkaido/A0105/A010501/1024876/
はこだて寿司,北海道函館市若松町19-11 ホテルテトラ函館駅前 2F, 寿司,"3,999","1,999",2,2,2,1,1,2,2,2,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,2,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,クロマグロ　,クロマグロ　,クロマグロ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/73755/320x320_square_73755784.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1056124/
カフェ アキラ,北海道函館市大手町12-11 , カフェ、洋食、ケーキ,"1,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/47024/320x320_square_47024419.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1051543/
おやつべーぐる メルチッチ,北海道函館市五稜郭町19-17 , ベーグル,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ワカサギ　,ワカサギ　,ワカサギ　,,,,,,,,ワカサギ　,ワカサギ　,[],https://tblg.k-img.com/restaurant/images/Rvw/156509/320x320_square_156509787.jpg,https://meruchicchi.base.shop/,https://tabelog.com/hokkaido/A0105/A010501/1067648/
麺厨房 あじさい JR函館駅店,北海道函館市若松町12-13 JR函館駅, ラーメン,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.5,3,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/109059/320x320_square_109059999.jpg,http://www.ajisai.tv/,https://tabelog.com/hokkaido/A0105/A010501/1051994/
STEM,北海道函館市本町7-13 ２Ｆ, バー,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/12805/320x320_square_12805913.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1034526/
どんぶり 一膳屋,北海道函館市本町31-17 , 定食・食堂、丼もの（その他）、うどん,999,60000,1,1,1,1,1,1,1,1,2,2,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1,1,1.0,2.0,2.5,2.5,1,1,1,1,1,1,1,1,2,3,4,3,2,1,2,ホタテガイ　,ホタテガイ　,エビ　ホタテガイ　,エビ　,エビ　,エビ　,,,サケ　,クロマグロ　サケ　,クロマグロ　サケ　ブリ　,クロマグロ　ブリ　ホタテガイ　,[],https://tblg.k-img.com/restaurant/images/Rvw/153053/320x320_square_153053328.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1003191/
フェリーチェ,北海道函館市杉並町23-10 , カフェ、イタリアン、バー,"1,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,イカ　,イカ　,イカ　ウニ　,ウニ　,ウニ　,イカ　ウニ　,イカ　ウニ　,イカ　ウニ　,ウニ　,,,,"['イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/3379/320x320_square_3379606.jpg,http://www.cafe-bar-felice.com,https://tabelog.com/hokkaido/A0105/A010501/1025582/
喫茶 キャンバス,北海道函館市本町31-23 , 喫茶店、カフェ、イタリアン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/112321/320x320_square_112321372.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1047407/
ふく萬,北海道函館市新川町34-5 アライハイツ1F, 肉まん・中華まん,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/145099/320x320_square_145099348.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1044794/
お肉のつしま,北海道函館市田家町12番13号 , 焼肉、ホルモン、冷麺,"9,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/134811/320x320_square_134811335.jpg,http://www.tsushima-meat.com/index.html,https://tabelog.com/hokkaido/A0105/A010501/1009246/
函まるずし 昭和店,北海道函館市昭和1-29-6 , 回転寿司、和食（その他）、寿司,"1,999","1,999",2,2,2,1,1,2,2,2,2,3,3,3,1.0,1.0,1.0,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,2,2,2,2,2,3,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,サンマ　イカ　,サンマ　,クロマグロ　,クロマグロ　,クロマグロ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/166558/320x320_square_211514992201787dedf06a3ca2198e05.jpg,http://www.aix-group.co.jp/food/sushi/,https://tabelog.com/hokkaido/A0105/A010501/1056605/
らーめん しおいち,北海道函館市湯川町1-26-18 , ラーメン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/141383/320x320_square_141383218.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1045159/
北海道四季彩館 JR函館店,北海道函館市若松町12-13 , その他,60000,"2,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/153338/320x320_square_153338532.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1064372/
麺屋 伊吹,北海道函館市港町3丁目18-32 , ラーメン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,2.0,2.0,1,1,1.0,1.0,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,イカ　,イカ　,イカ　,,,イカ　,イカ　スルメイカ　,イカ　スルメイカ　,,,ブリ　,ブリ　,"['イカ', 'スルメイカ']",https://tblg.k-img.com/restaurant/images/Rvw/131403/320x320_square_131403778.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1035221/
ル・レーブ,北海道函館市白鳥町17-18 , パン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/113022/320x320_square_113022950.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1026721/
もんじゃ焼 千景,北海道函館市時任町2-5 , もんじゃ焼き、お好み焼き,"1,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/157445/320x320_square_157445269.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1002731/
鮨処 江戸松,北海道函館市谷地頭町25-19 , 寿司,"5,999",60000,3,3,3,3,3,3,3,3,3,3,3,3,4,3.5,4,2.0,2.0,3.5,3,2.5,2.5,2.5,4.5,4.5,4,3,2,1,1,2,2,1,2,3,5,5,3,3.5,2,ホタテガイ　ヒラメ　イカ　エゾアワビ　ニシン　マダラ　,ホタテガイ　ヒラメ　イカ　ニシン　マダラ　,エビ　ウニ　ホタテガイ　ヒラメ　イカ　ニシン　,エビ　ウニ　,エビ　ウニ　,エビ　ウニ　イカ　ウバガイ　キタムラサキウニ　,ウニ　イカ　ウバガイ　キタムラサキウニ　,ウニ　イカ　ウバガイ　,ウニ　ウバガイ　サケ　,クロマグロ　サケ　ニシン　,ブリ　クロマグロ　マツカワ　ズワイガニ　エゾアワビ　サケ　ニシン　,ブリ　クロマグロ　ホタテガイ　マツカワ　ズワイガニ　エゾアワビ　マダラ　,"['ウニ', 'イカ', 'ウバガイ', 'キタムラサキウニ', 'ニシン']",https://tblg.k-img.com/restaurant/images/Rvw/141077/320x320_square_141077980.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1019525/
お持ち帰り寿司和,北海道函館市北美原1-8-3 , 寿司,60000,999,1,1,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.5,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.5,2.0,1,1,1,1,1,1,1,1,2,3,4,3,2,2,1,イカ　,イカ　,ウニ　エビ　イカ　,ウニ　エビ　,ウニ　エビ　,ウニ　エビ　イカ　,ウニ　イカ　,ウニ　イカ　,サケ　ウニ　,サケ　クロマグロ　,サケ　クロマグロ　ブリ　,クロマグロ　ブリ　,"['ウニ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/146236/320x320_square_146236574.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1030525/
大漁旗,北海道函館市若松町7-17 , 居酒屋、魚介料理・海鮮料理、ろばた焼き,"3,999",60000,5,5,5,1,1,5,5,5,1,1,1,2,2.5,2.0,3.5,2.5,2.5,2.5,2.0,2.5,2.0,1.0,2.5,3,4,3,2,3,3,1,1,2,3,3,5,5,5,3,2,イカ　マガキ　エゾアワビ　,イカ　マガキ　,ウニ　エビ　イカ　マガキ　ホッケ　,ウニ　エビ　ホッケ　,ウニ　エビ　ホッケ　,ウニ　エビ　イカ　,ウニ　イカ　,ウニ　イカ　サンマ　,ウニ　サンマ　,クロマグロ　,クロマグロ　エゾアワビ　タコ　,クロマグロ　マガキ　エゾアワビ　タコ　,"['ウニ', 'イカ', 'タコ', 'ホッケ']",https://tblg.k-img.com/restaurant/images/Rvw/146756/320x320_square_146756076.jpg,http://yanshu-jiro.info/,https://tabelog.com/hokkaido/A0105/A010501/1038503/
魚民 テキサス函館店,北海道函館市梁川町9-3 テキサス函館　2F, 居酒屋、魚介料理・海鮮料理、創作料理,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,,,,,,,,,サケ　,サケ　,サケ　,,[],https://tblg.k-img.com/restaurant/images/Rvw/160756/320x320_square_160756854.jpg,https://www.monteroza.co.jp/shop.html?shop=802398,https://tabelog.com/hokkaido/A0105/A010501/1026307/
函館山ロープウェイ山麓ショップ,北海道函館市元町19-7 函館山ロープウェイ山麓駅, パン・サンドイッチ（その他）,999,60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/122356/320x320_square_122356286.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1042101/
陣屋 昭和店,北海道函館市昭和2-23-8 , そば、うどん,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/55365/320x320_square_55365336.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1021463/
麺次郎 函館石川店,北海道函館市石川町349-17 , ラーメン,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/81138/320x320_square_81138263.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1005521/
入舟番屋,北海道函館市入舟町16-7 , 魚介料理・海鮮料理,60000,999,5,5,5,1,1,5,5,5,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/56536/320x320_square_56536582.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1029318/
すき家 函館鍛治店,北海道函館市鍛治2-9-11 , 牛丼,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,,,,,,,,,サケ　,サケ　,サケ　,,[],https://tblg.k-img.com/restaurant/images/Rvw/163839/320x320_square_b956cd73ab67529960a0d04608b7e512.jpg,http://www.sukiya.jp/,https://tabelog.com/hokkaido/A0105/A010501/1040076/
炮彈飛車,北海道函館市本町9-11 , ラーメン、台湾まぜそば、中華料理,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ホタテガイ　,ホタテガイ　,エビ　ホタテガイ　,エビ　,エビ　,エビ　,,,,,,ホタテガイ　,[],https://tblg.k-img.com/restaurant/images/Rvw/141761/320x320_square_141761576.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1060204/
牛たん専門店 進,北海道函館市梁川町18-1 , 居酒屋、焼肉、牛タン,"2,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,,https://tabelog.com/hokkaido/A0105/A010501/1059094/
